loiczid;csquarecode;lname;occurrence
63747;1401:353:3;egretta garzetta;t
63748;1401:353:4;bombina variegata;t
63748;1401:353:4;bufo bufo;t
63748;1401:353:4;hyla arborea;t
63748;1401:353:4;mustela putorius;t
63748;1401:353:4;myotis daubentonii;t
63748;1401:353:4;rana arvalis;t
63748;1401:353:4;rana dalmatina;t
63748;1401:353:4;salamandra salamandra;t
63749;1401:354:3;ardea cinerea;t
63749;1401:354:3;cinclus cinclus;t
63749;1401:354:3;mustela putorius;t
63749;1401:354:3;rana dalmatina;t
63749;1401:354:3;riparia riparia;t
63752;1401:455:4;alces alces;t
63752;1401:455:4;arvicola terrestris;t
63752;1401:455:4;castor fiber;t
63752;1401:455:4;rana temporaria;t
63752;1401:455:4;rattus rattus;t
63758;1401:458:4;ardea cinerea;t
63758;1401:458:4;phalacrocorax carbo;t
63766;1402:352:4;ardea cinerea;t
63766;1402:352:4;cinclus cinclus;t
63771;1402:455:3;arvicola terrestris;t
63790;1403:354:4;phalacrocorax carbo;t
63807;1404:353:3;anser albifrons;t
63807;1404:353:3;ardea cinerea;t
63807;1404:353:3;aythya fuligula;t
63807;1404:353:3;bucephala clangula;t
63807;1404:353:3;cygnus olor;t
63807;1404:353:3;numenius arquata;t
63807;1404:353:3;phalacrocorax carbo;t
63808;1404:353:4;anser albifrons;t
63808;1404:353:4;ardea alba;t
63808;1404:353:4;ardea cinerea;t
63808;1404:353:4;aythya fuligula;t
63808;1404:353:4;bucephala clangula;t
63808;1404:353:4;cygnus olor;t
63808;1404:353:4;egretta garzetta;t
63808;1404:353:4;phalacrocorax carbo;t
63808;1404:353:4;platalea leucorodia;t
63809;1404:354:3;anser albifrons;t
63809;1404:354:3;aythya fuligula;t
63809;1404:354:3;cygnus olor;t
63809;1404:354:3;phalacrocorax carbo;t
64438;7400:351:1;platalea leucorodia;t
64439;7400:350:2;ardea cinerea;t
64439;7400:350:2;cygnus olor;t
64439;7400:350:2;gallinula chloropus;t
64439;7400:350:2;riparia riparia;t
64441;1400:350:1;castor fiber;t
64442;1400:350:2;castor fiber;t
64443;1400:351:1;ardea cinerea;t
64443;1400:351:1;cinclus cinclus;t
64445;1400:352:1;larus minutus;t
64450;1400:354:2;ardea alba;t
64450;1400:354:2;ardea cinerea;t
64450;1400:354:2;cygnus olor;t
64450;1400:354:2;larus minutus;t
64450;1400:354:2;riparia riparia;t
64451;1400:455:1;alces alces;t
64453;1400:456:1;cinclus cinclus;t
64454;1400:456:2;bubulcus ibis;t
64454;1400:456:2;egretta garzetta;t
64455;1400:457:1;cinclus cinclus;t
64456;1400:457:2;ardea cinerea;t
64456;1400:457:2;phoxinus phoxinus;t
64456;1400:457:2;scardinius erythrophthalmus;t
64457;1400:458:1;ardeola ralloides;t
64457;1400:458:1;cygnus olor;t
64457;1400:458:1;gallinula chloropus;t
64459;1400:459:1;gallinula chloropus;t
64461;1401:350:1;ardea alba;t
64461;1401:350:1;ardea cinerea;t
64461;1401:350:1;bubulcus ibis;t
64461;1401:350:1;egretta garzetta;t
64461;1401:350:1;gallinula chloropus;t
64462;1401:350:2;ardea cinerea;t
64462;1401:350:2;cygnus olor;t
64462;1401:350:2;gallinula chloropus;t
64462;1401:350:2;nycticorax nycticorax;t
64462;1401:350:2;riparia riparia;t
64463;1401:351:1;riparia riparia;t
64464;1401:351:2;ardea cinerea;t
64464;1401:351:2;gallinula chloropus;t
64464;1401:351:2;nycticorax nycticorax;t
64464;1401:351:2;riparia riparia;t
64465;1401:352:1;ardea cinerea;t
64465;1401:352:1;aythya fuligula;t
64465;1401:352:1;cygnus olor;t
64465;1401:352:1;egretta garzetta;t
64465;1401:352:1;gallinula chloropus;t
64465;1401:352:1;hydrocoloeus minutus;t
64465;1401:352:1;hydroprogne caspia;t
64465;1401:352:1;phalacrocorax carbo;t
64465;1401:352:1;sternula albifrons;t
64468;1401:353:2;astacus astacus;t
64468;1401:353:2;bombina variegata;t
64468;1401:353:2;bufo bufo;t
64468;1401:353:2;hyla arborea;t
64468;1401:353:2;mustela putorius;t
64468;1401:353:2;rana dalmatina;t
64474;1401:456:2;ardea cinerea;t
64479;1401:459:1;ardea cinerea;t
64479;1401:459:1;egretta garzetta;t
64479;1401:459:1;phalacrocorax carbo;t
64479;1401:459:1;riparia riparia;t
64480;1401:459:2;ardea cinerea;t
64480;1401:459:2;cygnus olor;t
64480;1401:459:2;egretta garzetta;t
64480;1401:459:2;nycticorax nycticorax;t
64480;1401:459:2;phalacrocorax carbo;t
64480;1401:459:2;platalea leucorodia;t
64480;1401:459:2;riparia riparia;t
64481;1402:350:1;ardeola ralloides;t
64481;1402:350:1;phalacrocorax carbo;t
64487;1402:353:1;arvicola terrestris;t
64487;1402:353:1;castor fiber;t
64496;1402:457:2;ardea alba;t
64496;1402:457:2;ardea cinerea;t
64496;1402:457:2;cygnus olor;t
64497;1402:458:1;nycticorax nycticorax;t
64498;1402:458:2;ardea alba;t
64498;1402:458:2;phalacrocorax carbo;t
64498;1402:458:2;riparia riparia;t
64499;1402:459:1;ardea alba;t
64499;1402:459:1;ardea cinerea;t
64499;1402:459:1;ardeola ralloides;t
64499;1402:459:1;aythya fuligula;t
64499;1402:459:1;botaurus stellaris;t
64499;1402:459:1;cygnus olor;t
64499;1402:459:1;egretta garzetta;t
64499;1402:459:1;gallinula chloropus;t
64499;1402:459:1;hyla arborea;t
64499;1402:459:1;nycticorax nycticorax;t
64499;1402:459:1;phalacrocorax carbo;t
64499;1402:459:1;platalea leucorodia;t
64500;1402:459:2;hyla arborea;t
64509;1403:354:1;ardea alba;t
64509;1403:354:1;ardea cinerea;t
64509;1403:354:1;cygnus olor;t
64509;1403:354:1;egretta garzetta;t
64509;1403:354:1;nycticorax nycticorax;t
64509;1403:354:1;phalacrocorax carbo;t
64509;1403:354:1;riparia riparia;t
64530;1404:354:2;anser albifrons;t
64530;1404:354:2;ardea alba;t
64530;1404:354:2;ardea cinerea;t
64530;1404:354:2;aythya fuligula;t
65158;7400:141:3;anser albifrons;t
65158;7400:141:3;ardea alba;t
65158;7400:141:3;ardea cinerea;t
65158;7400:141:3;bubulcus ibis;t
65158;7400:141:3;cygnus olor;t
65158;7400:141:3;egretta garzetta;t
65158;7400:141:3;gallinula chloropus;t
65158;7400:141:3;nycticorax nycticorax;t
65158;7400:141:3;phalacrocorax carbo;t
65158;7400:141:3;platalea leucorodia;t
65158;7400:141:3;sterna albifrons;t
65158;7400:141:3;sternula albifrons;t
65159;7400:140:4;ardea cinerea;t
65159;7400:140:4;gallinula chloropus;t
65160;7400:140:3;gallinula chloropus;t
65161;1400:140:3;castor fiber;t
65161;1400:140:3;pandion haliaetus;t
65162;1400:140:4;ardea cinerea;t
65162;1400:140:4;castor fiber;t
65162;1400:140:4;cinclus cinclus;t
65163;1400:141:3;ardea cinerea;t
65163;1400:141:3;cygnus olor;t
65163;1400:141:3;gallinula chloropus;t
65163;1400:141:3;riparia riparia;t
65164;1400:141:4;cygnus olor;t
65165;1400:142:3;ardea cinerea;t
65170;1400:144:4;ardea cinerea;t
65170;1400:144:4;cygnus olor;t
65170;1400:144:4;egretta garzetta;t
65170;1400:144:4;larus minutus;t
65170;1400:144:4;phalacrocorax carbo;t
65171;1400:245:3;ardea cinerea;t
65173;1400:246:3;aythya fuligula;t
65174;1400:246:4;cinclus cinclus;t
65176;1400:247:4;ardea alba;t
65176;1400:247:4;ardea cinerea;t
65177;1400:248:3;phalacrocorax carbo;t
65178;1400:248:4;ardea cinerea;t
65178;1400:248:4;gallinula chloropus;t
65181;1401:140:3;ardea alba;t
65181;1401:140:3;ardea cinerea;t
65181;1401:140:3;phalacrocorax carbo;t
65184;1401:141:4;ardea cinerea;t
65185;1401:142:3;ardea cinerea;t
65185;1401:142:3;gallinago gallinago;t
65185;1401:142:3;gallinula chloropus;t
65185;1401:142:3;hydroprogne caspia;t
65185;1401:142:3;nycticorax nycticorax;t
65185;1401:142:3;pandion haliaetus;t
65185;1401:142:3;phalacrocorax carbo;t
65185;1401:142:3;platalea leucorodia;t
65185;1401:142:3;riparia riparia;t
65188;1401:143:4;alces alces;t
65188;1401:143:4;arvicola terrestris;t
65188;1401:143:4;castor fiber;t
65190;1401:144:4;ardea cinerea;t
65190;1401:144:4;cygnus olor;t
65190;1401:144:4;phalacrocorax carbo;t
65200;1401:249:4;ardea alba;t
65200;1401:249:4;ardea cinerea;t
65200;1401:249:4;ardeola ralloides;t
65200;1401:249:4;egretta garzetta;t
65200;1401:249:4;nycticorax nycticorax;t
65200;1401:249:4;phalacrocorax carbo;t
65201;1402:140:3;ardea alba;t
65201;1402:140:3;ardea cinerea;t
65201;1402:140:3;aythya fuligula;t
65201;1402:140:3;cygnus olor;t
65201;1402:140:3;egretta garzetta;t
65201;1402:140:3;phalacrocorax carbo;t
65201;1402:140:3;riparia riparia;t
65202;1402:140:4;ardea cinerea;t
65203;1402:141:3;ardea alba;t
65203;1402:141:3;ardea cinerea;t
65203;1402:141:3;ardeola ralloides;t
65203;1402:141:3;egretta garzetta;t
65203;1402:141:3;nycticorax nycticorax;t
65203;1402:141:3;phalacrocorax carbo;t
65203;1402:141:3;riparia riparia;t
65204;1402:141:4;arvicola terrestris;t
65204;1402:141:4;castor fiber;t
65205;1402:142:3;arvicola terrestris;t
65205;1402:142:3;castor fiber;t
65205;1402:142:3;lutra lutra;t
65206;1402:142:4;ardea cinerea;t
65206;1402:142:4;egretta garzetta;t
65206;1402:142:4;phalacrocorax carbo;t
65210;1402:144:4;ardea alba;t
65210;1402:144:4;ardea cinerea;t
65210;1402:144:4;egretta garzetta;t
65217;1402:248:3;arvicola terrestris;t
65217;1402:248:3;castor fiber;t
65218;1402:248:4;ardea alba;t
65218;1402:248:4;ardea cinerea;t
65218;1402:248:4;ardeola ralloides;t
65218;1402:248:4;botaurus stellaris;t
65218;1402:248:4;cygnus olor;t
65218;1402:248:4;gallinula chloropus;t
65218;1402:248:4;glareola pratincola;t
65218;1402:248:4;hydrocoloeus minutus;t
65218;1402:248:4;numenius arquata;t
65218;1402:248:4;nycticorax nycticorax;t
65218;1402:248:4;phalacrocorax carbo;t
65218;1402:248:4;platalea leucorodia;t
65218;1402:248:4;riparia riparia;t
65218;1402:248:4;sternula albifrons;t
65219;1402:249:3;ardeola ralloides;t
65219;1402:249:3;botaurus stellaris;t
65219;1402:249:3;egretta garzetta;t
65229;1403:144:3;cygnus olor;t
65229;1403:144:3;egretta garzetta;t
65230;1403:144:4;cygnus olor;t
65237;1403:248:3;bufo bufo;t
65237;1403:248:3;hyla arborea;t
65880;7400:140:1;ardea alba;t
65880;7400:140:1;ardea cinerea;t
65880;7400:140:1;bubulcus ibis;t
65880;7400:140:1;gallinula chloropus;t
65880;7400:140:1;phalacrocorax carbo;t
65883;1400:141:1;ardea cinerea;t
65884;1400:141:2;ardea cinerea;t
65885;1400:142:1;cinclus cinclus;t
65886;1400:142:2;ardea cinerea;t
65886;1400:142:2;gallinula chloropus;t
65887;1400:143:1;ardea cinerea;t
65887;1400:143:1;cinclus cinclus;t
65890;1400:144:2;anser albifrons;t
65890;1400:144:2;ardea alba;t
65890;1400:144:2;ardea cinerea;t
65890;1400:144:2;bubulcus ibis;t
65890;1400:144:2;bucephala clangula;t
65890;1400:144:2;cygnus olor;t
65890;1400:144:2;egretta garzetta;t
65890;1400:144:2;gallinula chloropus;t
65890;1400:144:2;hydrocoloeus minutus;t
65890;1400:144:2;hydroprogne caspia;t
65890;1400:144:2;mergus merganser;t
65890;1400:144:2;platalea leucorodia;t
65891;1400:245:1;ardea cinerea;t
65891;1400:245:1;barbatula barbatula;t
65891;1400:245:1;barbus barbus;t
65891;1400:245:1;cinclus cinclus;t
65891;1400:245:1;egretta garzetta;t
65891;1400:245:1;phoxinus phoxinus;t
65892;1400:245:2;ardea cinerea;t
65892;1400:245:2;aythya fuligula;t
65892;1400:245:2;cygnus olor;t
65892;1400:245:2;phalacrocorax carbo;t
65892;1400:245:2;riparia riparia;t
65893;1400:246:1;ardea cinerea;t
65893;1400:246:1;aythya fuligula;t
65893;1400:246:1;cygnus olor;t
65893;1400:246:1;gallinago gallinago;t
65893;1400:246:1;gallinula chloropus;t
65893;1400:246:1;phalacrocorax carbo;t
65895;1400:247:1;cinclus cinclus;t
65895;1400:247:1;riparia riparia;t
65899;1400:249:1;ardea cinerea;t
65900;1400:249:2;ardea cinerea;t
65901;1401:140:1;ardea cinerea;t
65903;1401:141:1;ardea cinerea;t
65903;1401:141:1;nycticorax nycticorax;t
65904;1401:141:2;ardea cinerea;t
65905;1401:142:1;ardea cinerea;t
65905;1401:142:1;bubulcus ibis;t
65905;1401:142:1;egretta garzetta;t
65905;1401:142:1;gallinula chloropus;t
65911;1401:245:1;cinclus cinclus;t
65911;1401:245:1;sternula albifrons;t
65917;1401:248:1;ardea cinerea;t
65917;1401:248:1;crex crex;t
65917;1401:248:1;gallinago gallinago;t
65917;1401:248:1;gallinula chloropus;t
65920;1401:249:2;arvicola terrestris;t
65922;1402:140:2;castor fiber;t
65924;1402:141:2;cinclus cinclus;t
65924;1402:141:2;riparia riparia;t
65932;1402:245:2;ardea alba;t
65932;1402:245:2;ardea cinerea;t
65932;1402:245:2;botaurus stellaris;t
65933;1402:246:1;ardea cinerea;t
65935;1402:247:1;ardea alba;t
65935;1402:247:1;ardeola ralloides;t
65935;1402:247:1;aythya fuligula;t
65935;1402:247:1;cygnus olor;t
65935;1402:247:1;egretta garzetta;t
65935;1402:247:1;platalea leucorodia;t
65935;1402:247:1;riparia riparia;t
65937;1402:248:1;platalea leucorodia;t
65938;1402:248:2;ardea alba;t
65938;1402:248:2;ardea cinerea;t
65938;1402:248:2;arvicola terrestris;t
65938;1402:248:2;aythya fuligula;t
65938;1402:248:2;castor fiber;t
65938;1402:248:2;cygnus olor;t
65938;1402:248:2;nycticorax nycticorax;t
65938;1402:248:2;phalacrocorax carbo;t
65938;1402:248:2;rattus rattus;t
65938;1402:248:2;riparia riparia;t
65961;1404:140:1;hyla arborea;t
65962;1404:140:2;hyla arborea;t
66584;7400:238:3;anguilla anguilla;t
66584;7400:238:3;arvicola sapidus;t
66584;7400:238:3;botaurus stellaris;t
66584;7400:238:3;bufo bufo;t
66584;7400:238:3;cinclus cinclus;t
66584;7400:238:3;gallinula chloropus;t
66584;7400:238:3;hyla arborea;t
66584;7400:238:3;lutra lutra;t
66584;7400:238:3;neomys anomalus;t
66584;7400:238:3;neomys fodiens;t
66584;7400:238:3;neovison vison;t
66584;7400:238:3;rana temporaria;t
66584;7400:238:3;rattus norvegicus;t
66584;7400:238:3;rattus rattus;t
66584;7400:238:3;riparia riparia;t
66584;7400:238:3;salamandra salamandra;t
66584;7400:238:3;salmo trutta;t
66584;7400:238:3;triturus marmoratus;t
66585;7400:237:4;anguilla anguilla;t
66585;7400:237:4;arvicola sapidus;t
66585;7400:237:4;bufo bufo;t
66585;7400:237:4;cinclus cinclus;t
66585;7400:237:4;galemys pyrenaicus;t
66585;7400:237:4;gallinula chloropus;t
66585;7400:237:4;hyla arborea;t
66585;7400:237:4;lutra lutra;t
66585;7400:237:4;mustela putorius;t
66585;7400:237:4;rana temporaria;t
66585;7400:237:4;rattus norvegicus;t
66585;7400:237:4;rattus rattus;t
66585;7400:237:4;riparia riparia;t
66585;7400:237:4;salamandra salamandra;t
66585;7400:237:4;salmo salar;t
66585;7400:237:4;salmo trutta;t
66585;7400:237:4;triturus marmoratus;t
66586;7400:237:3;anguilla anguilla;t
66586;7400:237:3;ardea cinerea;t
66586;7400:237:3;arvicola sapidus;t
66586;7400:237:3;bufo bufo;t
66586;7400:237:3;cinclus cinclus;t
66586;7400:237:3;egretta garzetta;t
66586;7400:237:3;galemys pyrenaicus;t
66586;7400:237:3;gallinula chloropus;t
66586;7400:237:3;hyla arborea;t
66586;7400:237:3;lutra lutra;t
66586;7400:237:3;neomys anomalus;t
66586;7400:237:3;numenius arquata;t
66586;7400:237:3;rana temporaria;t
66586;7400:237:3;rattus norvegicus;t
66586;7400:237:3;rattus rattus;t
66586;7400:237:3;salamandra salamandra;t
66586;7400:237:3;salmo salar;t
66586;7400:237:3;salmo trutta;t
66587;7400:236:4;anguilla anguilla;t
66587;7400:236:4;arvicola sapidus;t
66587;7400:236:4;arvicola terrestris;t
66587;7400:236:4;bufo bufo;t
66587;7400:236:4;cinclus cinclus;t
66587;7400:236:4;gallinula chloropus;t
66587;7400:236:4;lutra lutra;t
66587;7400:236:4;mustela putorius;t
66587;7400:236:4;phalacrocorax carbo;t
66587;7400:236:4;phoxinus phoxinus;t
66587;7400:236:4;rana temporaria;t
66587;7400:236:4;rattus norvegicus;t
66587;7400:236:4;rattus rattus;t
66587;7400:236:4;salamandra salamandra;t
66587;7400:236:4;salmo salar;t
66587;7400:236:4;salmo trutta;t
66587;7400:236:4;triturus marmoratus;t
66588;7400:236:3;anguilla anguilla;t
66588;7400:236:3;arvicola sapidus;t
66588;7400:236:3;arvicola terrestris;t
66588;7400:236:3;bufo bufo;t
66588;7400:236:3;galemys pyrenaicus;t
66588;7400:236:3;gallinula chloropus;t
66588;7400:236:3;hyla arborea;t
66588;7400:236:3;lutra lutra;t
66588;7400:236:3;mustela putorius;t
66588;7400:236:3;neomys fodiens;t
66588;7400:236:3;phalacrocorax carbo;t
66588;7400:236:3;phoxinus phoxinus;t
66588;7400:236:3;rana temporaria;t
66588;7400:236:3;rattus norvegicus;t
66588;7400:236:3;rattus rattus;t
66588;7400:236:3;riparia riparia;t
66588;7400:236:3;salmo salar;t
66588;7400:236:3;salmo trutta;t
66588;7400:236:3;triturus marmoratus;t
66589;7400:235:4;anguilla anguilla;t
66589;7400:235:4;ardea cinerea;t
66589;7400:235:4;arvicola sapidus;t
66589;7400:235:4;arvicola terrestris;t
66589;7400:235:4;aythya fuligula;t
66589;7400:235:4;bufo bufo;t
66589;7400:235:4;cinclus cinclus;t
66589;7400:235:4;egretta garzetta;t
66589;7400:235:4;galemys pyrenaicus;t
66589;7400:235:4;gallinula chloropus;t
66589;7400:235:4;hyla arborea;t
66589;7400:235:4;lutra lutra;t
66589;7400:235:4;mustela putorius;t
66589;7400:235:4;myotis daubentonii;t
66589;7400:235:4;neomys anomalus;t
66589;7400:235:4;neomys fodiens;t
66589;7400:235:4;phalacrocorax carbo;t
66589;7400:235:4;phoxinus phoxinus;t
66589;7400:235:4;rattus norvegicus;t
66589;7400:235:4;rattus rattus;t
66589;7400:235:4;riparia riparia;t
66589;7400:235:4;salamandra salamandra;t
66589;7400:235:4;salmo trutta;t
66589;7400:235:4;triturus marmoratus;t
66590;7400:235:3;anguilla anguilla;t
66590;7400:235:3;ardea cinerea;t
66590;7400:235:3;arvicola terrestris;t
66590;7400:235:3;bufo bufo;t
66590;7400:235:3;egretta garzetta;t
66590;7400:235:3;gallinula chloropus;t
66590;7400:235:3;lutra lutra;t
66590;7400:235:3;neomys anomalus;t
66590;7400:235:3;neomys fodiens;t
66590;7400:235:3;numenius arquata;t
66590;7400:235:3;rana temporaria;t
66590;7400:235:3;rattus norvegicus;t
66590;7400:235:3;rattus rattus;t
66590;7400:235:3;salmo trutta;t
66590;7400:235:3;triturus marmoratus;t
66598;7400:131:3;ardea alba;t
66598;7400:131:3;ardea cinerea;t
66598;7400:131:3;ardeola ralloides;t
66598;7400:131:3;aythya fuligula;t
66598;7400:131:3;bubulcus ibis;t
66598;7400:131:3;cygnus olor;t
66598;7400:131:3;egretta garzetta;t
66598;7400:131:3;gallinago gallinago;t
66598;7400:131:3;gallinula chloropus;t
66598;7400:131:3;larus minutus;t
66598;7400:131:3;numenius arquata;t
66598;7400:131:3;nycticorax nycticorax;t
66598;7400:131:3;phalacrocorax carbo;t
66598;7400:131:3;platalea leucorodia;t
66598;7400:131:3;riparia riparia;t
66599;7400:130:4;bubulcus ibis;t
66600;7400:130:3;ardea cinerea;t
66603;1400:131:3;cygnus olor;t
66603;1400:131:3;egretta garzetta;t
66603;1400:131:3;gallinula chloropus;t
66603;1400:131:3;mustela putorius;t
66603;1400:131:3;nycticorax nycticorax;t
66603;1400:131:3;riparia riparia;t
66605;1400:132:3;riparia riparia;t
66607;1400:133:3;ardea cinerea;t
66608;1400:133:4;ardea alba;t
66608;1400:133:4;ardea cinerea;t
66608;1400:133:4;bubulcus ibis;t
66608;1400:133:4;cinclus cinclus;t
66608;1400:133:4;cygnus olor;t
66608;1400:133:4;egretta garzetta;t
66608;1400:133:4;gallinula chloropus;t
66608;1400:133:4;mergus merganser;t
66608;1400:133:4;nycticorax nycticorax;t
66608;1400:133:4;phalacrocorax carbo;t
66608;1400:133:4;riparia riparia;t
66608;1400:133:4;sternula albifrons;t
66609;1400:134:3;ardea alba;t
66609;1400:134:3;ardea cinerea;t
66609;1400:134:3;ardeola ralloides;t
66609;1400:134:3;aythya fuligula;t
66609;1400:134:3;botaurus stellaris;t
66609;1400:134:3;bubulcus ibis;t
66609;1400:134:3;cygnus olor;t
66609;1400:134:3;egretta garzetta;t
66609;1400:134:3;gallinago gallinago;t
66609;1400:134:3;gallinula chloropus;t
66609;1400:134:3;glareola pratincola;t
66609;1400:134:3;hydrocoloeus minutus;t
66609;1400:134:3;hydroprogne caspia;t
66609;1400:134:3;numenius arquata;t
66609;1400:134:3;nycticorax nycticorax;t
66609;1400:134:3;pandion haliaetus;t
66609;1400:134:3;phalacrocorax carbo;t
66609;1400:134:3;platalea leucorodia;t
66609;1400:134:3;riparia riparia;t
66609;1400:134:3;sterna albifrons;t
66609;1400:134:3;sternula albifrons;t
66610;1400:134:4;ardea alba;t
66610;1400:134:4;ardea cinerea;t
66610;1400:134:4;ardeola ralloides;t
66610;1400:134:4;aythya fuligula;t
66610;1400:134:4;botaurus stellaris;t
66610;1400:134:4;bubulcus ibis;t
66610;1400:134:4;crex crex;t
66610;1400:134:4;cygnus olor;t
66610;1400:134:4;egretta garzetta;t
66610;1400:134:4;gallinago gallinago;t
66610;1400:134:4;gallinula chloropus;t
66610;1400:134:4;glareola pratincola;t
66610;1400:134:4;hydrocoloeus minutus;t
66610;1400:134:4;hydroprogne caspia;t
66610;1400:134:4;hyla meridionalis;t
66610;1400:134:4;numenius arquata;t
66610;1400:134:4;nycticorax nycticorax;t
66610;1400:134:4;pandion haliaetus;t
66610;1400:134:4;phalacrocorax carbo;t
66610;1400:134:4;platalea leucorodia;t
66610;1400:134:4;riparia riparia;t
66610;1400:134:4;sternula albifrons;t
66611;1400:235:3;ardea alba;t
66611;1400:235:3;ardea cinerea;t
66611;1400:235:3;cinclus cinclus;t
66611;1400:235:3;cygnus olor;t
66611;1400:235:3;egretta garzetta;t
66611;1400:235:3;gallinula chloropus;t
66611;1400:235:3;phalacrocorax carbo;t
66611;1400:235:3;sterna albifrons;t
66612;1400:235:4;ardea cinerea;t
66612;1400:235:4;cinclus cinclus;t
66612;1400:235:4;egretta garzetta;t
66612;1400:235:4;gallinula chloropus;t
66612;1400:235:4;phalacrocorax carbo;t
66613;1400:236:3;riparia riparia;t
66614;1400:236:4;cinclus cinclus;t
66615;1400:237:3;ardea cinerea;t
66615;1400:237:3;cinclus cinclus;t
66615;1400:237:3;gallinago gallinago;t
66615;1400:237:3;gallinula chloropus;t
66615;1400:237:3;hydrocoloeus minutus;t
66615;1400:237:3;larus minutus;t
66615;1400:237:3;nycticorax nycticorax;t
66615;1400:237:3;riparia riparia;t
66621;1401:130:3;ardea cinerea;t
66621;1401:130:3;gallinula chloropus;t
66621;1401:130:3;phalacrocorax carbo;t
66622;1401:130:4;ardea cinerea;t
66622;1401:130:4;egretta garzetta;t
66623;1401:131:3;ardea alba;t
66623;1401:131:3;ardea cinerea;t
66623;1401:131:3;aythya fuligula;t
66623;1401:131:3;cygnus olor;t
66623;1401:131:3;egretta garzetta;t
66623;1401:131:3;gallinago gallinago;t
66623;1401:131:3;gallinula chloropus;t
66623;1401:131:3;nycticorax nycticorax;t
66623;1401:131:3;pandion haliaetus;t
66623;1401:131:3;phalacrocorax carbo;t
66626;1401:132:4;ardea alba;t
66626;1401:132:4;ardea cinerea;t
66626;1401:132:4;egretta garzetta;t
66626;1401:132:4;gallinula chloropus;t
66626;1401:132:4;phalacrocorax carbo;t
66632;1401:235:4;cygnus olor;t
66637;1401:238:3;ardea cinerea;t
66637;1401:238:3;cinclus cinclus;t
66637;1401:238:3;egretta garzetta;t
66637;1401:238:3;numenius arquata;t
66637;1401:238:3;nycticorax nycticorax;t
66637;1401:238:3;phalacrocorax carbo;t
66637;1401:238:3;platalea leucorodia;t
66637;1401:238:3;riparia riparia;t
66640;1401:239:4;crex crex;t
66641;1402:130:3;arvicola terrestris;t
66641;1402:130:3;cygnus olor;t
66650;1402:134:4;ardea alba;t
66650;1402:134:4;ardea cinerea;t
66650;1402:134:4;egretta garzetta;t
66650;1402:134:4;phalacrocorax carbo;t
66652;1402:235:4;ardea cinerea;t
66652;1402:235:4;phalacrocorax carbo;t
66656;1402:237:4;cygnus olor;t
66656;1402:237:4;gallinago gallinago;t
66656;1402:237:4;hydrocoloeus minutus;t
66656;1402:237:4;riparia riparia;t
66658;1402:238:4;anser albifrons;t
66658;1402:238:4;ardea alba;t
66658;1402:238:4;aythya fuligula;t
66658;1402:238:4;botaurus stellaris;t
66658;1402:238:4;crex crex;t
66658;1402:238:4;cygnus olor;t
66658;1402:238:4;gavia arctica;t
66658;1402:238:4;glareola pratincola;t
66658;1402:238:4;nycticorax nycticorax;t
66658;1402:238:4;phalacrocorax carbo;t
66658;1402:238:4;platalea leucorodia;t
67302;7400:239:1;anguilla anguilla;t
67302;7400:239:1;arvicola sapidus;t
67302;7400:239:1;bufo bufo;t
67302;7400:239:1;gallinula chloropus;t
67302;7400:239:1;lutra lutra;t
67302;7400:239:1;mustela putorius;t
67302;7400:239:1;rattus norvegicus;t
67302;7400:239:1;rattus rattus;t
67302;7400:239:1;riparia riparia;t
67302;7400:239:1;salamandra salamandra;t
67302;7400:239:1;salmo trutta;t
67303;7400:238:2;anguilla anguilla;t
67303;7400:238:2;ardea cinerea;t
67303;7400:238:2;arvicola sapidus;t
67303;7400:238:2;botaurus stellaris;t
67303;7400:238:2;bufo bufo;t
67303;7400:238:2;cinclus cinclus;t
67303;7400:238:2;galemys pyrenaicus;t
67303;7400:238:2;gallinula chloropus;t
67303;7400:238:2;hyla arborea;t
67303;7400:238:2;lutra lutra;t
67303;7400:238:2;neomys anomalus;t
67303;7400:238:2;neovison vison;t
67303;7400:238:2;numenius arquata;t
67303;7400:238:2;nycticorax nycticorax;t
67303;7400:238:2;phalacrocorax carbo;t
67303;7400:238:2;rana temporaria;t
67303;7400:238:2;rattus norvegicus;t
67303;7400:238:2;rattus rattus;t
67303;7400:238:2;riparia riparia;t
67303;7400:238:2;salamandra salamandra;t
67303;7400:238:2;salmo trutta;t
67303;7400:238:2;triturus marmoratus;t
67304;7400:238:1;anguilla anguilla;t
67304;7400:238:1;arvicola sapidus;t
67304;7400:238:1;aythya fuligula;t
67304;7400:238:1;bufo bufo;t
67304;7400:238:1;cinclus cinclus;t
67304;7400:238:1;galemys pyrenaicus;t
67304;7400:238:1;gallinula chloropus;t
67304;7400:238:1;hyla arborea;t
67304;7400:238:1;lutra lutra;t
67304;7400:238:1;mustela putorius;t
67304;7400:238:1;myotis daubentonii;t
67304;7400:238:1;neomys anomalus;t
67304;7400:238:1;neomys fodiens;t
67304;7400:238:1;neovison vison;t
67304;7400:238:1;rana temporaria;t
67304;7400:238:1;rattus norvegicus;t
67304;7400:238:1;rattus rattus;t
67304;7400:238:1;riparia riparia;t
67304;7400:238:1;salamandra salamandra;t
67304;7400:238:1;salmo salar;t
67304;7400:238:1;salmo trutta;t
67304;7400:238:1;triturus marmoratus;t
67305;7400:237:2;anguilla anguilla;t
